epoch,loss,val_loss,acc,val_acc,val_f1
1,0.8158399440272122,0.276931114497018,0.5815467075038285,0.8052991961893421,0.7975417316546998
2,0.4465134713114524,0.16398626148501144,0.7297090352220521,0.8633521881512355,0.8579484735919812
3,0.31691135585270064,0.12128038320889963,0.7913476263399694,0.8892527537957725,0.8833722691950852
4,0.25781791031322615,0.12030608364092629,0.8185298621745789,0.9011610598392379,0.8994995061146874
5,0.21895010595837114,0.09289714405867493,0.8384379785604901,0.9136647811848765,0.9129510542242765
6,0.19958770249124463,0.09594659156123055,0.8482644206227667,0.9074129205120571,0.9036039908642947
7,0.15238854196088922,0.08520561415533025,0.8737876467585503,0.9258707948794284,0.9245518266968262
8,0.13355713765046617,0.0679771524281629,0.8896120469627361,0.9368859779696338,0.9360123837195273
9,0.11526781927998539,0.07752268108320312,0.9033945890760592,0.9285501637392081,0.9273049641882005
10,0.10550531212297477,0.0643799190107356,0.9069678407350689,0.9356951473652872,0.9346206616892458
11,0.0791625048921263,0.06237453010840649,0.9212608473711077,0.9398630544805001,0.9393880901670494
12,0.07521951577010831,0.0683961737730074,0.9293006636038795,0.9401607621315868,0.9392712924276823
13,0.07133241415315436,0.06902061298805208,0.9321082184788158,0.9410538850848467,0.9405951639688883
14,0.058610790869760405,0.06711598492194991,0.9420622766717713,0.9413515927359333,0.9407314422144785
15,0.05361590267977813,0.06413937653112822,0.9446145992853496,0.9446263768978863,0.9440873729435224
16,0.050834495261265794,0.06231405228552917,0.9461459928534967,0.9464126228044061,0.9458526136118629
17,0.044149833338629756,0.0648134987240545,0.9497192445125063,0.9479011610598392,0.9474541583562117
18,0.04384959870073303,0.06397147158445694,0.9507401735579377,0.947305745757666,0.9468962418523496
19,0.04242716417452264,0.06613620342811287,0.9530372639101582,0.9464126228044061,0.9459602631974945
20,0.0417406325763852,0.06433488857903631,0.9517611026033691,0.9470080381065793,0.9465527109526859
21,0.04093705541066699,0.06453469646624918,0.9554619703930577,0.9464126228044061,0.9459602631974945
22,0.04126658423241568,0.06313231568152722,0.9540581929555896,0.9470080381065793,0.9465951249120279
