epoch,lr,train_loss,train_acc,val_loss,val_acc,val_f1,val_recall,actinic keratosis_F1,basal cell carcinoma_F1,dermatofibroma_F1,melanoma_F1,nevus_F1,pigmented benign keratosis_F1,seborrheic keratosis_F1,squamous cell carcinoma_F1,vascular lesion_F1
1,0.00029815325108927063,1.2010925066714384,0.3501786625829505,0.7073270956675212,0.5522476927657041,0.5254893251420139,0.5545862982777185,0.5163636363636364,0.5428571428571428,0.6564245810055865,0.2283464566929134,0.5766312594840668,0.517829457364341,0.6805074971164936,0.09345794392523364,0.9169859514687101
2,0.00029265847744427303,0.5348799824714661,0.6265952016334865,0.29560153555302393,0.7317654063709438,0.7207956497658063,0.7334990798194608,0.5650224215246636,0.7925840092699884,0.9407008086253369,0.38181818181818183,0.5968712394705175,0.7623318385650224,0.7368421052631579,0.7136929460580913,0.9972972972972973
3,0.0002836509786282552,0.31522901979636175,0.7543389484430832,0.16959378282938684,0.8481690979458172,0.8355453534829974,0.8491912437118949,0.8419838523644751,0.9329758713136729,0.9855832241153342,0.44874274661508706,0.7112299465240641,0.8955223880597015,0.7986111111111112,0.912043301759134,0.9932157394843962
4,0.0002713525491562421,0.2342375945071785,0.7960694231750893,0.1308400200591201,0.8684132182197083,0.8534862286945065,0.8693226134817413,0.8843373493975903,0.9497964721845319,0.9960474308300395,0.4349593495934959,0.7727272727272727,0.903954802259887,0.794341675734494,0.9465648854961832,0.9986468200270636
5,0.0002560660171779821,0.18899454662994464,0.8190403266972945,0.1187502655954588,0.8681155105686216,0.8580170343846826,0.8688506593958857,0.8812351543942993,0.9112081513828238,0.996078431372549,0.5196261682242991,0.7788873038516405,0.9015544041450777,0.7960741548527808,0.9522546419098143,0.9852348993288591
6,0.000238167787843871,0.14361400418743794,0.8486472690148035,0.11086841722329457,0.8898481690979458,0.8834356048216764,0.8904986012878928,0.8823529411764706,0.9604365620736699,0.9986893840104849,0.6086956521739131,0.7846607669616519,0.9325997248968363,0.8071748878923767,0.9803921568627451,0.9959183673469387
7,0.00021809857496093204,0.13512222593536183,0.8560490045941807,0.11718969866633415,0.8657338493599286,0.8564823464301929,0.8665987254958458,0.8886198547215496,0.9752066115702479,0.989501312335958,0.46397188049209137,0.7441860465116279,0.9316239316239316,0.7580477673935618,0.9679075738125802,0.9892761394101877
8,0.00019635254915624216,0.11849234724531368,0.8748085758039816,0.08077229240110942,0.8996725215838047,0.8950407817419266,0.9003505753922517,0.8846153846153846,0.9703504043126685,0.9973821989528796,0.6655290102389079,0.8069164265129684,0.947075208913649,0.8191126279863481,0.9697766097240473,0.9946091644204852
9,0.00017346516975603468,0.10488585780317686,0.8790199081163859,0.07898355553902331,0.9103899970229234,0.9063763247304423,0.9110446808863456,0.8992805755395683,0.9782016348773842,0.9947780678851175,0.6812816188870152,0.8338368580060423,0.9684499314128944,0.8147321428571429,0.9895287958115183,0.9972972972972973
10,0.00015000000000000001,0.08007025907994533,0.9027565084226646,0.05952296003344513,0.9318249479011611,0.9298598034576001,0.9322596725037966,0.8992805755395683,0.9809782608695652,0.9986893840104849,0.8043478260869565,0.8335745296671491,0.9715061058344641,0.8869778869778869,0.9947368421052631,0.9986468200270636
11,0.0001265348302439654,0.07288706239540967,0.9081163859111792,0.0826080835646107,0.91158082762727,0.9087577747556903,0.9118451736577688,0.8982035928143712,0.9850340136054422,0.9973821989528796,0.7092846270928462,0.7574123989218329,0.9704301075268817,0.863697705802969,0.9973753280839895,1.0
12,0.0001036474508437579,0.07343397422940755,0.9078611536498213,0.05733695096735444,0.935099732063114,0.9342753555434496,0.9354290782936759,0.8795031055900621,0.9875862068965517,0.9908972691807543,0.8506787330316742,0.835195530726257,0.9633649932157394,0.9038701622971286,0.9973821989528796,1.0
13,8.190142503906799e-05,0.061806944522018334,0.9210056151097499,0.06023944538264048,0.9264662101816017,0.9240497249688807,0.9269664670591804,0.8929440389294404,0.989100817438692,0.9934296977660972,0.7860394537177542,0.8169440242057489,0.967741935483871,0.8795180722891566,0.9947780678851175,0.9959514170040485
14,6.183221215612905e-05,0.052020347065159254,0.9261102603369066,0.04697207414234678,0.944030961595713,0.9428488524338192,0.9444156831604273,0.902291917973462,0.9958847736625515,1.0,0.8502269288956127,0.8596491228070176,0.9731903485254692,0.9057071960297767,0.9986893840104849,1.0
15,4.393398282201788e-05,0.048518914653330435,0.9333843797856048,0.04957578773166807,0.9443286692467996,0.9432753870511886,0.9446927130264842,0.8971291866028708,0.9945054945054945,1.0,0.8673621460506706,0.8458149779735683,0.9718875502008032,0.9193954659949622,0.9947368421052631,0.9986468200270636
16,2.86474508437579e-05,0.0453360420328622,0.93631955079122,0.047238740910376824,0.9487942840130992,0.9481394012137958,0.9491281513119117,0.8971291866028708,0.9959072305593452,1.0,0.8823529411764706,0.8621700879765396,0.9782608695652174,0.9240506329113924,0.9947368421052631,0.9986468200270636
17,1.6349021371744834e-05,0.0444251737310266,0.9368300153139357,0.04902392592990682,0.9479011610598392,0.9470380741936195,0.948174942053508,0.9003601440576231,0.9932157394843962,0.9986893840104849,0.8853410740203193,0.8597014925373134,0.9727520435967303,0.9199491740787802,0.9973821989528796,0.9959514170040485
18,7.341522555726972e-06,0.04126026566539492,0.9392547217968351,0.046722622716888075,0.9484965763620125,0.9477042131820687,0.9487738474017965,0.9003601440576231,0.99039780521262,0.9986893840104849,0.890190336749634,0.861812778603269,0.9651474530831099,0.9240506329113924,0.9986893840104849,1.0
19,1.8467489107293517e-06,0.04007580316036331,0.9412965798876978,0.046175418339581005,0.9458172075022329,0.9450246281738381,0.9461456587135009,0.8971291866028708,0.9931600547195623,0.9986893840104849,0.8774002954209749,0.8571428571428571,0.9675675675675676,0.9193954659949622,0.9947368421052631,1.0
20,0.0,0.03738345615565777,0.9442317508933129,0.04574607881229548,0.9458172075022329,0.9449973957194975,0.9461272654445647,0.8971291866028708,0.99039780521262,0.9986893840104849,0.8823529411764706,0.8550295857988166,0.963758389261745,0.922882427307206,0.9947368421052631,1.0
21,1.8467489107293343e-06,0.03794069235042042,0.9428279734558448,0.04992720690068035,0.947305745757666,0.9465607663765508,0.9476162642013229,0.8960573476702509,0.9931600547195623,0.9986893840104849,0.8872620790629575,0.857566765578635,0.9663526244952894,0.9252217997465145,0.9947368421052631,1.0
22,7.341522555726937e-06,0.04059153335282997,0.939382337927514,0.047609708334008856,0.947305745757666,0.9466433824653016,0.9476113568155772,0.8960573476702509,0.9931600547195623,0.9986893840104849,0.8869309838472834,0.8588235294117647,0.9661705006765899,0.9252217997465145,0.9947368421052631,1.0
